,Artist,Url_spotify,Track,Album,Album_type,Uri,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Url_youtube,Title,Video Release Date,Channel,Views,Likes,Comments,Licensed,official_video,Stream
235,Alesso,https://open.spotify.com/artist/4AVFqumd2ogHFlRbKIjp1t,Leave A Little Love,Leave A Little Love,single,spotify:track:5pmbZWt1lYVMvZ12MSdtqF,0.671,0.855,7,-4.254,0.0375,0.00437,0,0.131,0.329,117.98,187029,https://www.youtube.com/watch?v=JGtlP0Vzuq4,Alesso & Armin van Buuren - Leave A Little Love (Official Music Video),10/3/16,Armada Music TV,1918102,25243,821,TRUE,TRUE,86800487
236,Joan Sebastian,https://open.spotify.com/artist/7FsRH5bw8iWpSbMX1G7xf1,Que Sea,Que Sea,single,spotify:track:4yKC4OVtG5Z9nIX98r7SQp,0.781,0.693,0,-3.558,0.0308,0.701,4.45E-06,0.156,0.939,97.074,170507,https://www.youtube.com/watch?v=wqS1U38uaMU,"Joan Sebastian, Calibre 50 - Que Sea",1/2/19,JoanSebastianVEVO,64304761,302167,4867,TRUE,TRUE,103018895
237,Bing Crosby,https://open.spotify.com/artist/6ZjFtWeHP9XN7FeKSUe80S,Do You Hear What I Hear? - Remastered 2006,Bing Crosby - Christmas Classics,compilation,spotify:track:5aDoUmxBsbdpS16alksb5Z,0.566,0.246,10,-15.499,0.0276,0.813,1.48E-06,0.195,0.412,101.529,165667,https://www.youtube.com/watch?v=dbMRXcPXtX8,Do You Hear What I Hear? (Remastered 2006),29/4/17,David Robert O'Connor 2018,1122,22,3,FALSE,FALSE,149519185
238,Bing Crosby,https://open.spotify.com/artist/6ZjFtWeHP9XN7FeKSUe80S,Silver Bells,White Christmas,compilation,spotify:track:7ehhnVu3JUWMaSJzY1zC4k,0.343,0.136,5,-15.142,0.0385,0.749,0,0.261,0.59,70.937,182667,https://www.youtube.com/watch?v=bBFHUyVAch4,Bing Crosby - Silver Bells (Visualizer) ft. Carol Richards,1/10/17,BingCrosbyVEVO,57025,393,11,TRUE,TRUE,48974909
239,Bing Crosby,https://open.spotify.com/artist/6ZjFtWeHP9XN7FeKSUe80S,God Rest Ye Merry Gentlemen,White Christmas,compilation,spotify:track:6Uekkm0MOVT4WznQy0ktVR,0.466,0.213,0,-12.009,0.0448,0.984,9.58E-05,0.428,0.693,97.075,137267,https://www.youtube.com/watch?v=H4uIE9guH6Q,Bing Crosby - God Rest Ye Merry Gentlemen (Visualizer),11/1/22,BingCrosbyVEVO,47264,366,10,TRUE,TRUE,71043019
240,Bing Crosby,https://open.spotify.com/artist/6ZjFtWeHP9XN7FeKSUe80S,Frosty The Snowman - Remastered 2006,Bing Crosby - Christmas Classics,compilation,spotify:track:35MqcEIVZ7svbBpRt4N30g,0.519,0.368,7,-11.622,0.0796,0.617,0,0.0859,0.854,160.37,133413,https://www.youtube.com/watch?v=Q49o_VQg8C4,Bing Crosby - Frosty The Snowman (Visualizer),25/6/20,BingCrosbyVEVO,69005,380,11,TRUE,TRUE,41605993
241,Bing Crosby,https://open.spotify.com/artist/6ZjFtWeHP9XN7FeKSUe80S,The Little Drummer Boy - Remastered 2006,Bing Crosby - Christmas Classics,compilation,spotify:track:0pAT3JUEjIiqUkwxE0vbBQ,0.636,0.165,10,-14.261,0.0328,0.885,4.82E-05,0.0502,0.505,112.777,180040,https://www.youtube.com/watch?v=7oTdKkytYK8,Bing Crosby - The Little Drummer Boy (Official Music Video),29/8/19,BingCrosbyVEVO,436880,2464,66,TRUE,TRUE,88380433
242,S. P. Balasubrahmanyam,https://open.spotify.com/artist/2ae6PxICSOZHvjqiCcgon8,Ennai Thottu,Unna Ninachen Paatu Padichen (Original Motion Picture Soundtrack),single,spotify:track:6rHDMFYZMwHeQZ6084qFHq,0.796,0.35,0,-15.182,0.044,0.851,0.00684,0.124,0.793,115.891,300960,https://www.youtube.com/watch?v=8Hjf-UyTSKg,என்னை தொட்டு அள்ளி கொண்ட மன்னன் பேரும் யென்னடி | Ennai Thottu Alli Konda HD Song | SPB | Swarnalatha,2/7/16,Tamil cinema,90073102,238152,24529,TRUE,TRUE,9334800
243,S. P. Balasubrahmanyam,https://open.spotify.com/artist/2ae6PxICSOZHvjqiCcgon8,"Kathalikkum Penin Kaikal (From ""Kaadhalan"")",S.P. Balasubrahmanyam All Time Hits,compilation,spotify:track:4wZHDf2qi0q9oZDaEsmStn,0.857,0.205,10,-17.393,0.0745,0.00654,0.000242,0.101,0.728,77.003,289306,https://www.youtube.com/watch?v=fvSHOqtLwbw,Kadhalan Movie Songs | Kadhalikum Pennin Full Video Song 4K | Prabhu Deva | Nagma | SPB | AR Rahman,24/9/18,AP International,11122770,75279,3136,TRUE,TRUE,12662889
244,Sonu Nigam,https://open.spotify.com/artist/1dVygo6tRFXC8CSWURQJq2,Main Agar Kahoon,Soulful Sonu Nigam Specials,compilation,spotify:track:3WVHfTd7xz9VPYJQFpOp8j,0.533,0.436,5,-7.521,0.0276,0.234,3.17E-06,0.46,0.371,146.868,308158,https://www.youtube.com/watch?v=DAYszemgPxc,"LYRICAL: Main Agar Kahoon | Om Shanti Om | Shahrukh Khan,Deepika Padukone | Sonu Nigam,Shreya Ghosal",22/3/18,T-Series,131717791,1124417,20866,TRUE,TRUE,49993575
245,Sonu Nigam,https://open.spotify.com/artist/1dVygo6tRFXC8CSWURQJq2,Shukran Allah,Kurbaan (Original Motion Picture Soundtrack),single,spotify:track:3nKEiJUeaWn8q2O9I1xwlB,0.432,0.695,1,-8.022,0.111,0.732,0.0014,0.274,0.513,116.153,290053,https://www.youtube.com/watch?v=z_B0PF8Ug00,"Shukran Allah Full Video - Kurbaan|Kareena Kapoor,Saif Ali Khan|Sonu Nigam,Shreya Ghoshal",21/4/21,SonyMusicIndiaVEVO,20117583,265586,4217,TRUE,TRUE,36135633
246,Sonu Nigam,https://open.spotify.com/artist/1dVygo6tRFXC8CSWURQJq2,"Sapna Jahan (From ""Brothers"")","Sapna Jahan (From ""Brothers"")",single,spotify:track:6uQkoo1UGWThtEpNEYc6Ga,0.471,0.329,0,-11.958,0.0312,0.78,0.0021,0.117,0.144,126.107,341780,https://www.youtube.com/watch?v=lHJp_3g2MAI,"Sapna Jahan Full Video - Brothers|Akshay Kumar, Jacqueline|Sonu Nigam, Neeti Mohan",21/2/21,SonyMusicIndiaVEVO,53270235,678530,9282,TRUE,TRUE,22770222
247,Lata Mangeshkar,https://open.spotify.com/artist/61JrslREXq98hurYL2hYoc,Mera Dil Ye Pukare - Tu Aaja - Heartlock Mix,Mera Dil Ye Pukare - Tu Aaja (Heartlock Mix),single,spotify:track:6bJmYR0sjTZNJxwdw52ern,0.756,0.413,0,-15.549,0.107,0.589,0.0146,0.109,0.353,91.951,122609,https://www.youtube.com/watch?v=Z_yFfYqH0II,Mera Dil Ye Pukare - Heartlock Mix | Trending Hindi Remix | Instagram Hit | Lata Mangeshkar,4/12/21,Saregama Music,5441239,103298,1454,TRUE,TRUE,11743368
248,KK,https://open.spotify.com/artist/4fEkbug6kZzzJ8eYX6Kbbp,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")","Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",single,spotify:track:57jOEZtoLQK4zF2x55bdkp,0.718,0.382,7,-8.237,0.0466,0.585,0,0.128,0.499,87.029,200992,https://www.youtube.com/watch?v=BTRPBiE_1lA,"Full Video:Tu Hi Yaar Mera | Pati Patni Aur Woh | Kartik A,Bhumi P,Ananya P| Rochak,Arijit S,Neha K",22/2/18,T-Series,216579390,1671436,23164,TRUE,TRUE,113790392
249,KK,https://open.spotify.com/artist/4fEkbug6kZzzJ8eYX6Kbbp,Khuda Jaane,Bachna Ae Haseeno,single,spotify:track:0gPgdRfB4jdGrlyXS0Vx78,0.382,0.632,8,-6.393,0.0411,0.391,0.000486,0.0922,0.716,78.936,333584,https://www.youtube.com/watch?v=cmMiyZaSELo,"Khuda Jaane | Full Song | Bachna Ae Haseeno | Ranbir Kapoor, Deepika | Vishal & Shekhar, KK, Shilpa",28/6/22,YRF,140293679,839607,21749,TRUE,TRUE,66108139
250,KK,https://open.spotify.com/artist/4fEkbug6kZzzJ8eYX6Kbbp,"Ajab Si (From ""Om Shanti Om"")",Zindagi Do Pal Ki - K.K. All Time Hits,compilation,spotify:track:2RgvvnMwtP0R2OkVZmFvnV,0.697,0.438,8,-8.411,0.0289,0.399,0,0.293,0.58,117.955,241668,https://www.youtube.com/watch?v=dA75eTKwG3o,Ajab Si | Official Video | Om Shanti Om | KK |,20/4/16,Kk,12172248,72213,516,FALSE,FALSE,72093848
251,KK,https://open.spotify.com/artist/4fEkbug6kZzzJ8eYX6Kbbp,"Kya Mujhe Pyar Hai (From ""Woh Lamhe"")",Evergreen Hits Of K.K.,compilation,spotify:track:7fW9J3EpVWVN1ouv0slAs0,0.644,0.818,6,-5.924,0.0549,0.431,2.62E-05,0.0806,0.789,118.477,266653,https://www.youtube.com/watch?v=lrAM_H7v8wM,"Full Video: Kya Mujhe Pyar Hai | Woh Lamhe | Shiny Ahuja, Kangna Ranaut | KK | Pritam",18/8/22,T-Series,13871446,246355,6762,TRUE,TRUE,53822901
252,KK,https://open.spotify.com/artist/4fEkbug6kZzzJ8eYX6Kbbp,"Beete Lamhein (From ""The Train"")",Zindagi Do Pal Ki - K.K. All Time Hits,compilation,spotify:track:0dJacN6K3mSGLE9p7QE0lO,0.256,0.583,7,-8.184,0.0428,0.598,0.000308,0.146,0.215,160.213,298272,https://www.youtube.com/watch?v=cZ-jTkfvwWY,Beete Lamhein Full Song | The Train | Emraan Hashmi  | K K | Mithoon,20/7/13,T-Series,18242266,43330,1433,TRUE,TRUE,29855245
253,KK,https://open.spotify.com/artist/4fEkbug6kZzzJ8eYX6Kbbp,"Tu Hi Meri Shab Hai, Pt. 1",Gangster (Original Motion Picture Soundtrack),compilation,spotify:track:1pNIbZ1F7CJmk60h6UJaVg,0.571,0.734,9,-6.059,0.0402,0.463,0.000691,0.128,0.552,118.881,389693,https://www.youtube.com/watch?v=2bVo3ID_UpU,Tuhi Meri Shab Hai [Full Song] Gangster- A Love Story,18/11/17,T-Series,97642188,603882,21677,TRUE,TRUE,28599551
254,Shankar Mahadevan,https://open.spotify.com/artist/1SJOL9HJ08YOn92lFcYf8a,Vaa Thalaivaa,Varisu,single,spotify:track:4H2ILdDNn6jkE7REM5skJC,0.617,0.923,6,-7.568,0.11,0.731,0.0483,0.115,0.752,139.083,270048,https://www.youtube.com/watch?v=HfbUy3CxV1g,Shankar Mahadevan & Karthik's Performance of Vaa Thalaivaa | Extended cut | Varisu Audio Launch|,21/9/22,Sun TV,364377,15599,140,TRUE,TRUE,5360641
255,Shankar Mahadevan,https://open.spotify.com/artist/1SJOL9HJ08YOn92lFcYf8a,Kadhale Kadhale,Indru Netru Naalai (Original Motion Picture Soundtrack),single,spotify:track:3THVNKs3bdQekA02kK1hWD,0.528,0.739,0,-6.32,0.0314,0.687,5.17E-05,0.168,0.542,128.1,207072,https://www.youtube.com/watch?v=L8V3ylj4NUA,Kadhale Kadhale Video Song | Indru Netru Naalai | Vishnu Vishal | Mia George | Hiphop Tamizha,23/7/22,Think Music India,49546138,526640,9722,TRUE,TRUE,19793969
256,Shankar Mahadevan,https://open.spotify.com/artist/1SJOL9HJ08YOn92lFcYf8a,Sajdaa,My Name Is Khan (Original Motion Picture Soundtrack),single,spotify:track:395gJWcJQK0C3GJfHAn7f6,0.469,0.737,8,-7.274,0.0762,0.725,0.00272,0.0655,0.572,79.545,365707,https://www.youtube.com/watch?v=3rPEWcY6Oww,Sajdaa Full Video - My Name is Khan|Shahrukh Khan|Kajol|Rahat Fateh Ali|Richa Sharma,9/6/22,SonyMusicIndiaVEVO,34191919,441097,8078,TRUE,TRUE,33634108
257,Shankar Mahadevan,https://open.spotify.com/artist/1SJOL9HJ08YOn92lFcYf8a,Gallan Goodiyaan,Dil Dhadakne Do,single,spotify:track:7hNYvX0qAKrxtVr1jGDmvR,0.83,0.858,6,-3.18,0.0554,0.134,1.72E-05,0.0567,0.949,119.974,296500,https://www.youtube.com/watch?v=jCEdTq3j-0U,Gallan Goodiyaan' Full VIDEO Song | Dil Dhadakne Do | T-Series,10/11/14,T-Series,383952708,1405768,21886,TRUE,TRUE,30558758
258,Shankar Mahadevan,https://open.spotify.com/artist/1SJOL9HJ08YOn92lFcYf8a,Desi Girl,Dostana (Original Motion Picture Soundtrack),single,spotify:track:3Qpk2qHree1RTH5lZaKnEK,0.746,0.924,8,-6.057,0.0442,0.0169,0.00279,0.097,0.807,136.051,306987,https://www.youtube.com/watch?v=wDIrpvH8MzE,"Desi Girl Full Video - Dostana|John,Abhishek,Priyanka|Sunidhi Chauhan, Vishal Dadlani",5/3/21,SonyMusicIndiaVEVO,93945531,516957,10319,TRUE,TRUE,32703723
259,Shankar Mahadevan,https://open.spotify.com/artist/1SJOL9HJ08YOn92lFcYf8a,Indru Netru Naalai,Indru Netru Naalai (Original Motion Picture Soundtrack),single,spotify:track:0jCZ3xX2xZTWMUnQMk1Vig,0.536,0.591,0,-5.377,0.0292,0.463,0,0.133,0.347,128.056,185216,https://www.youtube.com/watch?v=ITzFSB9367w,Indru Netru Naalai,6/5/16,Shankar Mahadevan - Topic,271165,3795,7,TRUE,TRUE,8937191
260,Kumar Sanu,https://open.spotify.com/artist/4K6blSRoklNdpw4mzLxwfn,Saawariya (feat. Arjun Bijlani),Saawariya (feat. Arjun Bijlani),single,spotify:track:3W9EFWiTzexkdlCm2zHBqK,0.665,0.78,0,-5.793,0.0561,0.54,0,0.107,0.881,177.049,202373,https://www.youtube.com/watch?v=uucoiREuIy4,Kumar Sanu & Aastha Gill: Saawariya | Arjun Bijlani | Official Video | Latest Dance Song 2021,11/7/22,Sony Music India,79549496,1250055,24984,TRUE,TRUE,13988207
261,Kumar Sanu,https://open.spotify.com/artist/4K6blSRoklNdpw4mzLxwfn,"Aankh Marey (From ""Simmba"")","Aankh Marey (From ""Simmba"")",single,spotify:track:63MvWd6T6yoS7h4AJ4Hjrm,0.796,0.978,5,-1.266,0.0955,0.289,0.00254,0.346,0.8,129.999,212741,,,7/4/21,,,,,,,46628697
262,Black Sabbath,https://open.spotify.com/artist/5M52tdBnJaKSvOpJGz8mfZ,N.I.B.,The Ultimate Collection,compilation,spotify:track:2GnVuaoKSkB6Xa07l1BBg8,0.476,0.556,4,-10.586,0.0646,0.0838,1.59E-05,0.125,0.43,103.122,364493,https://www.youtube.com/watch?v=I4BAHXrOsII,N.I.B. - Black Sabbath,21/8/20,Cheski,46106,772,41,FALSE,FALSE,92512969
263,thasup,https://open.spotify.com/artist/19i93sA0D7yS9dYoVNBqAA,BUBBLE (feat. thasup & Salmo),BUBBLE (feat. thasup & Salmo),single,spotify:track:3fIB4IEcvjlzItwnFUvIBk,0.803,0.709,9,-6.54,0.0432,0.0769,0,0.286,0.706,121.947,164328,https://www.youtube.com/watch?v=iQVRiXQEOzU,"Takagi & Ketra feat. thasup, Salmo - BUBBLE (Official Video)",6/7/20,TakagiKetraVEVO,8646634,40464,843,TRUE,TRUE,38977214
264,John Lennon,https://open.spotify.com/artist/4x1nvY2FN8jxqAFA0DA02H,Happy Xmas (War Is Over) - Remastered 2010,Signature Box,compilation,spotify:track:27RYrbL6S02LNVhDWVl38b,0.321,0.64,2,-10.023,0.0324,0.28,0,0.718,0.414,146.172,214333,https://www.youtube.com/watch?v=flA5ndOyZbI,Happy Xmas (War Is Over),27/6/17,John Lennon - Topic,18783952,214960,1946,TRUE,TRUE,455297471
265,Norah Jones,https://open.spotify.com/artist/2Kx7MNY7cI1ENniW7vT30N,Roll Me Up and Smoke Me When I Die - Live,Willie Nelson American Outlaw (Live),compilation,spotify:track:5iis9J2sptrUy0VIpFVIg1,0.427,0.813,0,-9.02,0.0737,0.0713,0.109,0.873,0.344,106.859,134267,https://www.youtube.com/watch?v=kn-AB78kvvE,Willie Nelson - Roll Me Up and Smoke Me When I Die (Live Version),11/5/20,WillieNelsonVEVO,8726119,58293,1658,TRUE,TRUE,9999321
266,Norah Jones,https://open.spotify.com/artist/2Kx7MNY7cI1ENniW7vT30N,It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,Spotify Singles - Holiday,single,spotify:track:5DoGwwQAlYumpSSlDNMOwY,0.475,0.068,0,-20.032,0.0319,0.893,0.00216,0.105,0.266,95.165,192421,https://www.youtube.com/watch?v=8vRwzmGT4lo,It's Not Christmas 'Til You Come Home (Recorded At Spotify Studios NYC),31/7/15,Norah Jones - Topic,17430,101,1,TRUE,TRUE,51351532
267,The Smashing Pumpkins,https://open.spotify.com/artist/40Yq4vzPs9VNUrIBG5Jr2i,Today,(Rotten Apples) The Smashing Pumpkins Greatest Hits,compilation,spotify:track:1XPta4VLT78HQnVFd1hlsK,0.476,0.855,8,-6.046,0.0265,2.53E-05,0.69,0.049,0.408,82.955,202133,https://www.youtube.com/watch?v=xmUZ6nCFNoU,The Smashing Pumpkins - Today,4/11/19,SmashingPumpkinsVEVO,51992138,338770,12667,TRUE,TRUE,52239920
268,The Smashing Pumpkins,https://open.spotify.com/artist/40Yq4vzPs9VNUrIBG5Jr2i,Beguiled,Beguiled,single,spotify:track:6rBiMyaGB1ZJQnxb01FkPG,0.698,0.611,2,-6.542,0.0281,7.73E-05,0.295,0.0937,0.449,116.997,238143,https://www.youtube.com/watch?v=KqZZ-FeZPJ0,The Smashing Pumpkins - Beguiled (Official Music Video),15/9/22,Smashing Pumpkins,1535549,35090,3881,FALSE,TRUE,5179514
269,Skillet,https://open.spotify.com/artist/49bzE5vRBRIota4qeHtQM8,Psycho In My Head,Psycho In My Head,single,spotify:track:6VWocK4U2rcTQeVrfDlCMV,0.563,0.924,0,-4.004,0.048,0.000926,0,0.341,0.734,133.997,197480,https://www.youtube.com/watch?v=dpaHw_7QOOU,Skillet - Psycho in my Head (Official Lyric Video),6/9/22,Skillet,597493,21674,746,TRUE,TRUE,3529082
270,"Earth, Wind & Fire",https://open.spotify.com/artist/4QQgXkCYTt3BlENzhyNETg,September,"The Best Of Earth, Wind & Fire Vol. 1",compilation,spotify:track:2grjqo0Frpf2okIBiifQKs,0.697,0.832,9,-7.264,0.0298,0.168,0.00131,0.269,0.979,125.926,215093,https://www.youtube.com/watch?v=Gs069dndIYk,"Earth, Wind & Fire - September (Official HD Video)",22/8/22,EarthWindandFireVEVO,641407658,4804872,305112,TRUE,TRUE,1197921844
271,"Earth, Wind & Fire",https://open.spotify.com/artist/4QQgXkCYTt3BlENzhyNETg,Fantasy,"The Best Of Earth, Wind & Fire Vol. 1",compilation,spotify:track:0Eq4BMgsdV6DkLSJfX8eBt,0.666,0.714,4,-9.448,0.0617,0.291,0.0212,0.128,0.69,89.018,226213,https://www.youtube.com/watch?v=Gs069dndIYk,"Earth, Wind & Fire - September (Official HD Video)",18/12/20,EarthWindandFireVEVO,641407658,4804872,305112,TRUE,TRUE,110570404
272,Weezer,https://open.spotify.com/artist/3jOstUTkEu2JkjvRdBA5Gu,All My Favorite Songs (feat. AJR),All My Favorite Songs (feat. AJR),single,spotify:track:3A6nR4GSolo160nu7xtDk7,0.605,0.7,4,-6.47,0.0277,0.00998,0,0.116,0.588,84.962,170720,https://www.youtube.com/watch?v=AGPdXYG1msg,Weezer - All My Favorite Songs (Official Video),14/9/22,weezer,3274541,59248,3105,TRUE,TRUE,24493762
273,Sabaton,https://open.spotify.com/artist/3o2dn2O0FCVsWDFSh8qxgG,Bismarck,Bismarck,single,spotify:track:39m87lOMd5ccENPVvAT7gH,0.505,0.859,6,-5.546,0.0431,0.00346,0.0012,0.263,0.434,95.036,313984,https://www.youtube.com/watch?v=oVWEb-At8yc,SABATON - Bismarck (Official Music Video),29/8/22,Sabaton,71494473,768279,57515,TRUE,TRUE,69490301
274,Sabaton,https://open.spotify.com/artist/3o2dn2O0FCVsWDFSh8qxgG,Father,Weapons Of The Modern Age,single,spotify:track:6pPCkAzVYapjObH73BWu9t,0.47,0.904,0,-7.018,0.0535,0.0528,0.00151,0.226,0.373,77.021,278093,https://www.youtube.com/watch?v=DxkeOkaVRLo,SABATON - Father (Official Lyric Video),24/8/22,Sabaton,7236399,112480,5568,TRUE,TRUE,6716080
275,Rod Stewart,https://open.spotify.com/artist/2y8Jo9CKhJvtfeKOsYzRdT,Young Turks - 2008 Remaster,The Definitive Rod Stewart,compilation,spotify:track:5n1amEDwVKucAGMqePk9yN,0.641,0.821,5,-8.783,0.0325,0.274,0.487,0.138,0.705,161.143,302413,https://www.youtube.com/watch?v=zQ41hqlV0Kk,Rod Stewart - Young Turks (Official Video) [HD Remaster],25/8/22,Rod Stewart,96482569,617224,24552,TRUE,TRUE,67459865
276,Tears For Fears,https://open.spotify.com/artist/4bthk9UfsYUYdcFyqxmSUU,Everybody Wants To Rule The World - Sped Up Version,Everybody Wants To Rule The World (Sped Up Version),single,spotify:track:6MRD4fDXBbqa0xodmaFk8Q,0.36,0.887,1,-7.109,0.045,0.188,0.00982,0.0809,0.58,129.646,183635,https://www.youtube.com/watch?v=B93RUaUx_0k,Everybody Wants To Rule The World (Sped Up Version),1/9/22,Tears for Fears - Topic,791989,19284,251,TRUE,TRUE,4864986
277,Shaggy,https://open.spotify.com/artist/5EvFsr3kj42KNv97ZEnqij,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Banana (feat. Shaggy) [DJ FLe - Minisiren Remix],single,spotify:track:0dZpw3h6KZhcHec61qwevZ,0.824,0.854,8,-5.312,0.177,0.016,4.95E-05,0.117,0.896,95.114,210329,https://www.youtube.com/watch?v=sy9l7y7npGs,Banana (feat. Shaggy) [DJ FLe - Minisiren Remix] Official Music Video | Conkarah,5/6/22,Conkarah,59580265,559576,6915,FALSE,TRUE,185294989
278,Shaggy,https://open.spotify.com/artist/5EvFsr3kj42KNv97ZEnqij,Early In The Morning,Early In The Morning,single,spotify:track:2R9nfayl1NXhuAdEpwG2Qa,0.786,0.679,0,-5.402,0.0339,0.021,0,0.0433,0.673,104.979,172373,https://www.youtube.com/watch?v=GlJ-fMjqhwk,"Kris Kross Amsterdam, Shaggy, Conor Maynard - Early In The Morning (Official Music Video)",17/9/22,Spinnin' Records,15117604,90346,1668,TRUE,TRUE,60638269
279,Shaggy,https://open.spotify.com/artist/5EvFsr3kj42KNv97ZEnqij,It Wasn't Me,It Wasn't Me,single,spotify:track:7fyJO1frnsizz23gTKgbdt,0.727,0.921,11,-3.212,0.0462,0.126,0,0.0942,0.508,120.049,178500,https://www.youtube.com/watch?v=T_x6QmuJdms,Shaggy It Wasn't Me (Official Music Video) (uncensored),12/7/20,Tim Jackson,19973183,264679,8181,FALSE,FALSE,11910849
280,Shaggy,https://open.spotify.com/artist/5EvFsr3kj42KNv97ZEnqij,Hey Sexy Lady,Riddim Driven: Sexy Lady Explosion,compilation,spotify:track:0RattG3xPZJyaynlTMJXeQ,0.929,0.557,10,-9.404,0.289,0.166,0,0.19,0.685,102.93,226240,https://www.youtube.com/watch?v=Gcg__eDktgY,Shaggy - Hey Sexy Lady ft. Brian & Tony Gold (Official Music Video),2/2/18,ShaggyVEVO,201640380,1140621,14766,TRUE,TRUE,12857061
281,La Oreja de Van Gogh,https://open.spotify.com/artist/4U7lXyKdSf1JbM1aXvsodC,Ay Haiti!,Ay Haiti!,single,spotify:track:3FifroUyur8j5mTM78WuXQ,0.673,0.753,7,-5.002,0.119,0.272,0,0.071,0.424,120.057,311347,https://www.youtube.com/watch?v=oDUQh1tALAE,Ay Haiti (Videoclip),22/4/22,ayhaitiVEVO,218102,2002,175,TRUE,TRUE,61921081
282,London Symphony Orchestra,https://open.spotify.com/artist/5yxyJsFanEAuwSM5kOuZKc,"Rigoletto: ""La donna è mobile""",Verdi,compilation,spotify:track:5cR6xfzyicyDyAr52zB48k,0.37,0.248,6,-10.47,0.0371,0.965,2.12E-05,0.0911,0.384,133.33,141600,https://www.youtube.com/watch?v=a8-vZJNY10k,"The Three Tenors in Concert 1994: ""La donna è mobile"" from Rigoletto",17/9/22,Warner Classics,5330869,53704,755,TRUE,TRUE,47205372
283,Marvin Gaye,https://open.spotify.com/artist/3koiLjNrgRTNbOwViDipeA,Got To Give It Up - Pt. 1,Every Great Motown Hit Of Marvin Gaye,compilation,spotify:track:7ohR0qPH6f2Vuj2pUNanJG,0.855,0.847,2,-9.019,0.042,0.234,0.00062,0.345,0.89,122.644,255133,https://www.youtube.com/watch?v=4mvO8IkgQ5g,Marvin Gaye - Got To Give It Up (Part I & II Video),29/1/21,Warren Burns,118415,1393,86,FALSE,FALSE,128761710
284,Marvin Gaye,https://open.spotify.com/artist/3koiLjNrgRTNbOwViDipeA,Sexual Healing - Kygo Remix,Sexual Healing (Kygo Remix),single,spotify:track:7s1upm7yr7ZjrzXMwHawtG,0.689,0.68,0,-7.196,0.0427,0.321,0.0211,0.0431,0.646,100.987,368317,https://www.youtube.com/watch?v=tYhI4f0vlvc,Marvin Gaye - Sexual Healing (Kygo Remix),28/9/21,KygoMusic,20556625,107807,1627,FALSE,FALSE,220164864
285,George Michael,https://open.spotify.com/artist/19ra5tSw0tWufvUp8GotLo,Careless Whisper,Ladies And Gentlemen... The Best Of George Michael,compilation,spotify:track:4jDmJ51x1o9NZB5Nxxc7gY,0.574,0.628,2,-8.815,0.036,0.13,0,0.271,0.803,153.119,300107,https://www.youtube.com/watch?v=izGwDsrQ1eQ,George Michael - Careless Whisper (Official Video),27/8/22,georgemichaelVEVO,978518892,6693888,257392,TRUE,TRUE,701891360
286,George Michael,https://open.spotify.com/artist/19ra5tSw0tWufvUp8GotLo,Don't Let The Sun Go Down On Me - Live,Love Songs,compilation,spotify:track:6Zkulfbv0ebe7tukkftvd1,0.437,0.596,0,-8.01,0.0318,0.414,1.45E-05,0.701,0.274,138.447,347667,https://www.youtube.com/watch?v=RsKqMNDoR4o,"George Michael, Elton John - Don't Let The Sun Go Down On Me (Live)",18/5/21,georgemichaelVEVO,151559751,593307,34818,TRUE,TRUE,
287,George Michael,https://open.spotify.com/artist/19ra5tSw0tWufvUp8GotLo,Somebody to Love,Ladies & Gentlemen,compilation,spotify:track:1kn8Jj0i9IwyO3yDgDyUSR,0.333,0.863,7,-6.918,0.0515,0.0518,0,0.972,0.384,110.162,318867,https://www.youtube.com/watch?v=oYAR8RigqDA,Queen & George Michael - Somebody To Love (Freddie Mercury Tribute Concert),16/5/22,Queen Official,7198386,51130,3572,TRUE,TRUE,28799881
288,George Michael,https://open.spotify.com/artist/19ra5tSw0tWufvUp8GotLo,As,Ladies And Gentlemen... The Best Of George Michael,compilation,spotify:track:7r3KzVwHtr2iMZtqJvFn9A,0.667,0.736,8,-8.168,0.191,0.135,0,0.203,0.766,93.193,282040,https://www.youtube.com/watch?v=3V726_HShyY,"George Michael, Mary J. Blige - As (Official Video)",15/6/22,georgemichaelVEVO,25716185,142739,6549,TRUE,TRUE,61676939
