,Artist,Url_spotify,Track,Album,Album_type,Uri,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Url_youtube,Title,Video Release Date,Channel,Views,Likes,Comments,Licensed,official_video,Stream
179,John Williams,https://open.spotify.com/artist/3dRfiJ2650SZu6GbydcHNb,Hedwig's Theme,Harry Potter and The Sorcerer's Stone Original Motion Picture Soundtrack,compilation,spotify:track:1n8NKQRg8LVHy7oUhUgbFF,0.156,0.162,2,-17.101,0.036,0.897,0.691,0.111,0.077,73.407,309093,https://www.youtube.com/watch?v=QrTrmnpTNwY,John Williams - Hedwig’s Theme (Harry Potter) | WDR Funkhausorchester,11/7/22,WDR Klassik,268631,2713,107,TRUE,TRUE,62319267
180,John Williams,https://open.spotify.com/artist/3dRfiJ2650SZu6GbydcHNb,Prologue,Harry Potter and The Sorcerer's Stone Original Motion Picture Soundtrack,compilation,spotify:track:6CeCOC2zx1qS8mQNYHe6IM,0.177,0.0188,2,-29.484,0.0367,0.957,0.446,0.635,0.0819,146.472,130293,https://www.youtube.com/watch?v=Ib00IxPXhQQ,Harry Potter and the Philosopher's Stone - John Williams - Prologue,7/4/21,MovieSounds,178957,1759,47,FALSE,FALSE,55059146
181,Nas,https://open.spotify.com/artist/20qISvAhX20dpIbOOzGK3q,"One Mic, One Gun","One Mic, One Gun",single,spotify:track:7CpXFEjLntpr4GdOhTtFEv,0.756,0.916,1,-2.692,0.207,0.0351,0,0.241,0.458,149.961,169693,https://www.youtube.com/watch?v=xcqlUKdpNyU,"Nas & 21 Savage - One Mic, One Gun (Explicit Video)",21/8/20,100% Hip Hop,272218,7892,846,FALSE,FALSE,13520009
182,Luis Fonsi,https://open.spotify.com/artist/4V8Sr092TqfHkfAA5fXXqG,El Ultimo Adiós - Varios Artistas Version,El Ultimo Adiós,single,spotify:track:0tzixmHNQfE6S6SirSToxW,0.276,0.572,1,-7.818,0.0377,0.641,0,0.2,0.285,77.986,237467,https://www.youtube.com/watch?v=z8ZFZD3fuJU,EL ULTIMO ADIOS Ricky Martin Alejandro Sanz Thalia Shakira Gloria Estefan Chayanne Celia Cruz Juan Luis Guerra Luis Fonsi Carlos Vives Ricardo Montaner Alejandro Frnandez   El Ultimo Adios,6/7/20,Liannishabana,129107,973,107,FALSE,FALSE,169769959
183,Luis Fonsi,https://open.spotify.com/artist/4V8Sr092TqfHkfAA5fXXqG,CORAZONES ROTOS,CORAZONES ROTOS,single,spotify:track:7r5QwyDzxyikU1Kbkfz6FM,0.788,0.782,9,-5.517,0.0513,0.238,0.00042,0.0773,0.525,123.042,230130,https://www.youtube.com/watch?v=pR862HV1mb0,"Lola Indigo, Luis Fonsi - CORAZONES ROTOS (Official Video)",27/6/17,LolaIndigoVEVO,2668073,58669,2217,TRUE,TRUE,5986101
184,Luis Fonsi,https://open.spotify.com/artist/4V8Sr092TqfHkfAA5fXXqG,Party Animal,Party Animal,single,spotify:track:5vc9YsAEBWbRVvgKUcA5vs,0.724,0.869,0,-3.922,0.046,0.0248,0,0.251,0.84,100.999,195813,https://www.youtube.com/watch?v=P5C--jQjYgw,"Charly Black, Luis Fonsi - Party Animal",11/5/20,CharlyBlackVEVO,42117248,327609,4659,TRUE,TRUE,64240726
185,Backstreet Boys,https://open.spotify.com/artist/5rSXSAkZ67PYJSvpUpkOr7,Everybody (Backstreet's Back) - Radio Edit,This Is The End: Original Motion Picture Soundtrack,compilation,spotify:track:4rTeOSYqwXNz5qPR2DUTFZ,0.735,0.873,10,-3.493,0.0402,0.025,3.27E-06,0.265,0.586,108.021,224960,https://www.youtube.com/watch?v=JD-8L8CZd7U,Backstreet Boys - Everybody (Backstreet's Back),31/7/15,Vjworks Remastered,60132,1026,75,FALSE,FALSE,366359071
186,Backstreet Boys,https://open.spotify.com/artist/5rSXSAkZ67PYJSvpUpkOr7,Drowning,The Hits--Chapter One,compilation,spotify:track:0AiTIiCQ15NW8QHQwSxKuR,0.568,0.782,6,-5.968,0.0396,0.0799,0,0.0985,0.481,141.942,267227,https://www.youtube.com/watch?v=GZXHBgjQjNM,Backstreet Boys - Drowning (Official HD Video),4/11/19,BackstreetBoysVEVO,186137254,665672,31965,TRUE,TRUE,73559257
187,Zedd,https://open.spotify.com/artist/2qxJFvFYMEDqd7ui6kSAcq,The Middle,The Middle,single,spotify:track:09IStsImFySgyp0pIQdqAc,0.753,0.657,7,-3.061,0.0449,0.171,0,0.112,0.437,107.01,184732,https://www.youtube.com/watch?v=M3mJkSqZbX4,"Zedd, Maren Morris, Grey - The Middle (Official Music Video)",15/9/22,ZEDDVEVO,124308681,1035021,27699,TRUE,TRUE,1307438756
188,Zedd,https://open.spotify.com/artist/2qxJFvFYMEDqd7ui6kSAcq,Stay,Stay,single,spotify:track:6uBhi9gBXWjanegOb2Phh0,0.69,0.622,5,-5.025,0.0622,0.253,0,0.116,0.544,102.04,210091,https://www.youtube.com/watch?v=yWEK4v9AVKQ,"Zedd, Alessia Cara - Stay (Official Music Video)",6/9/22,ZEDDVEVO,111412141,1360501,25445,TRUE,TRUE,1098764242
189,Zedd,https://open.spotify.com/artist/2qxJFvFYMEDqd7ui6kSAcq,Happy Now,Happy Now,single,spotify:track:4keoy2fqgwGnbWlm3ZVZFa,0.503,0.741,4,-5.128,0.047,0.579,1.49E-06,0.0712,0.458,88.335,207030,https://www.youtube.com/watch?v=KfXvjxbRhZk,"Zedd, Elley Duhé - Happy Now (Official Music Video)",22/8/22,ZEDDVEVO,104102605,780044,12651,TRUE,TRUE,478872097
190,Zedd,https://open.spotify.com/artist/2qxJFvFYMEDqd7ui6kSAcq,Make You Say,Make You Say,single,spotify:track:1elhmWW7Bv0MOQj2gAsyoV,0.687,0.61,8,-4.713,0.0499,0.351,0,0.175,0.649,128.15,206000,https://www.youtube.com/watch?v=4HrU1EbataI,"Zedd, Maren Morris, BEAUZ - Make You Say (Official Music Video)",18/12/20,ZEDDVEVO,5106908,53850,1480,TRUE,TRUE,25783460
191,Zedd,https://open.spotify.com/artist/2qxJFvFYMEDqd7ui6kSAcq,Good Thing (with Kehlani),Good Thing (with Kehlani),single,spotify:track:5aUSEPNd3m5xliFK4pn5mU,0.693,0.564,1,-3.857,0.0378,0.399,0,0.0409,0.574,185.913,210901,https://www.youtube.com/watch?v=CMla2ZIz7-4,Zedd & Kehlani - Good Thing (Official Music Video),14/9/22,ZEDDVEVO,75063724,1053756,15336,TRUE,TRUE,230154632
192,Armin van Buuren,https://open.spotify.com/artist/0SfsnGyD8FpIN4U4WCkBZ5,Easy To Love,Easy To Love,single,spotify:track:36fFojPImg5YSuktc7ph3j,0.743,0.781,4,-5.29,0.0329,0.222,0.000132,0.255,0.713,120.032,151820,https://www.youtube.com/watch?v=JaTSDa0mx_U,Armin van Buuren & Matoma feat. Teddy Swims - Easy To Love (Official Lyric Video),29/8/22,Armin van Buuren,470537,6174,362,TRUE,TRUE,2733857
193,Armin van Buuren,https://open.spotify.com/artist/0SfsnGyD8FpIN4U4WCkBZ5,Great Spirit,Great Spirit,single,spotify:track:3Nku6gLNqnwUuq8GLkqyhW,0.592,0.911,9,-7.975,0.0659,0.00608,0.0123,0.223,0.211,103.517,215773,https://www.youtube.com/watch?v=yo4pmauhugo,Armin van Buuren vs Vini Vici feat. Hilight Tribe - Great Spirit (Extended Mix),24/8/22,Armin van Buuren,168757517,1539357,25164,TRUE,TRUE,136836262
194,Armin van Buuren,https://open.spotify.com/artist/0SfsnGyD8FpIN4U4WCkBZ5,Leave A Little Love,Leave A Little Love,single,spotify:track:5pmbZWt1lYVMvZ12MSdtqF,0.671,0.855,7,-4.254,0.0375,0.00437,0,0.131,0.329,117.98,187029,https://www.youtube.com/watch?v=JGtlP0Vzuq4,Alesso & Armin van Buuren - Leave A Little Love (Official Music Video),21/11/21,Armada Music TV,1918102,25243,821,TRUE,TRUE,86800487
195,Armin van Buuren,https://open.spotify.com/artist/0SfsnGyD8FpIN4U4WCkBZ5,Repeat After Me,Repeat After Me,single,spotify:track:1F9xcExF9W7m5BxTdlJLED,0.321,0.939,6,-4.86,0.0616,0.00342,0.81,0.0905,0.179,131.933,194261,https://www.youtube.com/watch?v=AwYl_H4_EW8,Dimitri Vegas & Like Mike x Armin van Buuren x W&W - Repeat After Me (Official Music Video),19/1/22,Armin van Buuren,1937779,44456,1545,TRUE,TRUE,77788956
196,Juicy J,https://open.spotify.com/artist/5gCRApTajqwbnHHPbr2Fpi,"Shell Shocked (feat. Kill the Noise & Madsonik) - From ""Teenage Mutant Ninja Turtles""","Shell Shocked (feat. Kill the Noise & Madsonik) [From ""Teenage Mutant Ninja Turtles""]",single,spotify:track:7zBQRGpYImAdIZc97FNj3V,0.596,0.815,6,-5.668,0.0755,0.0111,0,0.174,0.459,165.015,206567,https://www.youtube.com/watch?v=BaACrT6Ydik,"Juicy J, Wiz Khalifa, Ty Dolla $ign - Shell Shocked feat Kill The Noise & Madsonik (Official Video)",17/2/20,Atlantic Records,192127507,1460371,37675,TRUE,TRUE,154311299
197,Julieta Venegas,https://open.spotify.com/artist/2QWIScpFDNxmS6ZEMIUvgm,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),single,spotify:track:4gzsuuZypVbxs0Af1LSZyB,0.639,0.703,4,-6.33,0.0794,0.0889,1.78E-06,0.0865,0.138,169.888,207301,https://www.youtube.com/watch?v=NO7EtdR3Dyw,"Tainy, Bad Bunny, Julieta Venegas - Lo Siento BB:/ (Official Video)",1/7/22,TainyVEVO,204264534,1936701,40031,TRUE,TRUE,679108210
198,Bruce Springsteen,https://open.spotify.com/artist/3eqjTLE0HfPfh78zjh6TqT,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975","Santa Claus Is Comin' to Town (Live at C.W. Post College, Greenvale, NY - December 1975)",single,spotify:track:6s2wpWPFPAgKg2LXxi1Oee,0.357,0.668,0,-8.444,0.0479,0.362,1.37E-06,0.727,0.407,139.986,267600,https://www.youtube.com/watch?v=i7X3uzZv900,"Santa Claus Is Comin' to Town (Live at C.W. Post College, Greenvale, NY - December 1975)",21/9/22,"Relaxing Music - Study, Sleep, and Meditation",12857,64,5,FALSE,FALSE,212134118
199,Bruce Springsteen,https://open.spotify.com/artist/3eqjTLE0HfPfh78zjh6TqT,Streets of Philadelphia - Single Edit,Greatest Hits,compilation,spotify:track:3fbnbn6A5O5RNb08tlUEgd,0.741,0.29,5,-13.251,0.0302,0.294,0.118,0.0924,0.443,93.699,195080,https://www.youtube.com/watch?v=4z2DtNW79sQ,Bruce Springsteen - Streets of Philadelphia (Official Video),19/9/22,BruceSpringsteenVEVO,171514802,669935,25407,TRUE,TRUE,239663934
200,Bruce Springsteen,https://open.spotify.com/artist/3eqjTLE0HfPfh78zjh6TqT,Secret Garden,Greatest Hits,compilation,spotify:track:68uuz61IqrSJjO6ffO3yHc,0.52,0.329,0,-14.224,0.0266,0.576,0.0418,0.12,0.118,86.857,266613,https://www.youtube.com/watch?v=_d_OdqErMsc,"Bruce Springsteen Secret Garden HD, Jerry Maguire Soundtrack (flac)",12/9/22,VJ,25696359,104022,4674,FALSE,FALSE,69059523
201,Wham!,https://open.spotify.com/artist/5lpH0xAS4fVfLkACg9DAuM,Last Christmas,LAST CHRISTMAS,single,spotify:track:2FRnf9qhLbvw8fu4IBXx78,0.735,0.478,2,-12.472,0.0293,0.189,2.48E-06,0.355,0.947,107.682,262960,https://www.youtube.com/watch?v=E8gmARGvPlI,Wham! - Last Christmas (Official Video),3/9/22,WhamVEVO,775896657,4102375,238248,TRUE,TRUE,1138490572
202,Wham!,https://open.spotify.com/artist/5lpH0xAS4fVfLkACg9DAuM,I'm Your Man,The Final,compilation,spotify:track:2gG7E5OZi5D5QLRIctv63z,0.756,0.837,2,-6.943,0.051,0.297,0,0.0567,0.588,132.146,243093,https://www.youtube.com/watch?v=6W0d9xMhZbo,Wham! - I'm Your Man (Official Video),27/4/22,WhamVEVO,16778936,81404,5522,TRUE,TRUE,55345793
203,Wham!,https://open.spotify.com/artist/5lpH0xAS4fVfLkACg9DAuM,Last Christmas - Single Version,All-Star Christmas,compilation,spotify:track:5Qicor4jFNgZQxSf6UxEzw,0.804,0.497,3,-10.547,0.0309,0.138,6.08E-06,0.0732,0.841,105.76,286560,https://www.youtube.com/watch?v=E8gmARGvPlI,Wham! - Last Christmas (Official Video),16/4/21,WhamVEVO,775896657,4102375,238248,TRUE,TRUE,3597930
204,Wham!,https://open.spotify.com/artist/5lpH0xAS4fVfLkACg9DAuM,Last Christmas - Pudding Mix,LAST CHRISTMAS,single,spotify:track:73OZT1XgLleDwperqGjWH4,0.735,0.501,2,-12.806,0.0348,0.286,0.000101,0.0855,0.817,107.938,398467,https://www.youtube.com/watch?v=rdBF5seCfwg,Wham! - Last Christmas (Pudding Mix),24/9/21,WhamVEVO,77736029,424760,17558,TRUE,TRUE,12637949
205,José José,https://open.spotify.com/artist/4mN0qcMxWX8oToqfDPM5yV,El Ultimo Adiós - Varios Artistas Version,El Ultimo Adiós,single,spotify:track:0tzixmHNQfE6S6SirSToxW,0.276,0.572,1,-7.818,0.0377,0.641,0,0.2,0.285,77.986,237467,https://www.youtube.com/watch?v=zxG1Yj1Si58,Varios Artistas Latinos - EL Ultimo Adios,9/7/17,Catheleya R,764831,5730,472,FALSE,FALSE,169769959
206,Los Tigres Del Norte,https://open.spotify.com/artist/3hYtANQYrE6pd2PbtEyTIy,El Ultimo Adiós - Varios Artistas Version,El Ultimo Adiós,single,spotify:track:0tzixmHNQfE6S6SirSToxW,0.276,0.572,1,-7.818,0.0377,0.641,0,0.2,0.285,77.986,237467,https://www.youtube.com/watch?v=zxG1Yj1Si58,Varios Artistas Latinos - EL Ultimo Adios,26/10/19,Catheleya R,764831,5730,472,FALSE,FALSE,169769959
207,Bryan Adams,https://open.spotify.com/artist/3Z02hBLubJxuFJfhacLSDc,Christmas Time,Christmas EP,single,spotify:track:7LoFMtL7hxP9tr5HYyyUrJ,0.503,0.582,0,-4.324,0.0253,0.472,0,0.103,0.326,77.321,243057,https://www.youtube.com/watch?v=amk7AiEI43I,Bryan Adams - Christmas Time (Classic Version),18/10/22,Bryan Adams,1992060,23770,771,TRUE,TRUE,95183001
208,Nelly Furtado,https://open.spotify.com/artist/2jw70GZXlAI8QzWeY2bgRc,Say It Right - Sped Up Remix,Say It Right (Sped Up Remix),single,spotify:track:3iWOZkQNDekZQqkiJqqeGy,0.849,0.941,8,-6.448,0.223,0.0269,0.00717,0.0596,0.765,134.479,194160,https://www.youtube.com/watch?v=zoXpyME-nsc,Say It Right (Sped Up Remix),16/3/22,Nelly Furtado - Topic,1805529,35160,21,TRUE,TRUE,27146617
209,Nelly Furtado,https://open.spotify.com/artist/2jw70GZXlAI8QzWeY2bgRc,Maneater - Radio Version,Girl Power Tracks,compilation,spotify:track:26Q7uE8JdjrWVojxBL4t1B,0.806,0.782,6,-4.565,0.0602,0.0653,0.00265,0.209,0.874,132.749,198320,https://www.youtube.com/watch?v=PLolag3YSYU,Nelly Furtado - Maneater (US Version) (Official Music Video),11/10/19,NellyFurtadoVEVO,114726796,591814,18201,TRUE,TRUE,17269339
210,Nelly Furtado,https://open.spotify.com/artist/2jw70GZXlAI8QzWeY2bgRc,Promiscuous - Radio Edit,Promiscuous (Radio Edit),single,spotify:track:2qQaSqqhKdhuSrUEu1P0Uv,0.786,0.979,10,-4.489,0.044,0.0916,2.07E-05,0.349,0.811,114.302,220867,https://www.youtube.com/watch?v=0J3vgcE5i2o,Nelly Furtado - Promiscuous (Official Music Video) ft. Timbaland,25/2/21,NellyFurtadoVEVO,516193793,2735269,76338,TRUE,TRUE,10120452
211,Ricky Martin,https://open.spotify.com/artist/7slfeZO9LsJbWgpkIoXBUJ,El Ultimo Adiós - Varios Artistas Version,El Ultimo Adiós,single,spotify:track:0tzixmHNQfE6S6SirSToxW,0.276,0.572,1,-7.818,0.0377,0.641,0,0.2,0.285,77.986,237467,https://www.youtube.com/watch?v=zxG1Yj1Si58,Varios Artistas Latinos - EL Ultimo Adios,27/9/20,Catheleya R,764831,5730,472,FALSE,FALSE,169769959
212,Ricky Martin,https://open.spotify.com/artist/7slfeZO9LsJbWgpkIoXBUJ,Vente Pa' Ca (feat. Maluma),Vente Pa' Ca (feat. Maluma),single,spotify:track:7DM4BPaS7uofFul3ywMe46,0.663,0.92,11,-4.07,0.226,0.00431,1.69E-05,0.101,0.533,99.935,259196,https://www.youtube.com/watch?v=iOe6dI2JhgU,Ricky Martin - Vente Pa' Ca (Official Video) ft. Maluma,30/7/20,RickyMartinVEVO,1832635634,4262556,132460,TRUE,TRUE,546249488
213,Ricky Martin,https://open.spotify.com/artist/7slfeZO9LsJbWgpkIoXBUJ,A Veces Bien Y A Veces Mal,A Veces Bien Y A Veces Mal,single,spotify:track:21DZByorOzBJ0a0mikH8ri,0.648,0.521,1,-10.436,0.323,0.43,0,0.0841,0.217,76.973,145783,https://www.youtube.com/watch?v=DvxAm1fo1Ok,"Ricky Martin, Reik - A Veces Bien Y A Veces Mal (Official Video)",11/6/18,RickyMartinVEVO,11746461,124119,4281,TRUE,TRUE,17627274
214,Ricky Martin,https://open.spotify.com/artist/7slfeZO9LsJbWgpkIoXBUJ,Otra Noche en L.A.,Otra Noche en L.A.,single,spotify:track:1LH8gbxJsh9PmHozgPdWGu,0.781,0.59,7,-6.475,0.305,0.589,0,0.107,0.53,83.978,211475,https://www.youtube.com/watch?v=Wrygid-TGlI,Ricky Martin - Otra Noche en L.A. (Official Video),28/8/22,RickyMartinVEVO,21820206,116505,5937,TRUE,TRUE,22140871
215,Jennifer Lopez,https://open.spotify.com/artist/2DlGxzQSjYe5N6G9nkYghR,El Ultimo Adiós - Varios Artistas Version,El Ultimo Adiós,single,spotify:track:0tzixmHNQfE6S6SirSToxW,0.276,0.572,1,-7.818,0.0377,0.641,0,0.2,0.285,77.986,237467,https://www.youtube.com/watch?v=zxG1Yj1Si58,Varios Artistas Latinos - EL Ultimo Adios,5/8/22,Catheleya R,764831,5730,472,FALSE,FALSE,169769959
216,Jennifer Lopez,https://open.spotify.com/artist/2DlGxzQSjYe5N6G9nkYghR,On The Floor - Radio Edit,On The Floor,single,spotify:track:0Oe49j06Bjrxs8PltuVeaW,0.758,0.686,11,-6.346,0.0792,0.0848,0.00127,0.142,0.444,130.007,230907,https://www.youtube.com/watch?v=t4H_Zoh7G5A,Jennifer Lopez - On The Floor ft. Pitbull,7/9/14,JenniferLopezVEVO,2062108307,8740440,440974,TRUE,TRUE,370761679
217,Jennifer Lopez,https://open.spotify.com/artist/2DlGxzQSjYe5N6G9nkYghR,Ain't Your Mama,Ain't Your Mama,single,spotify:track:2hgzdQdnfWwtdpZbhZlV72,0.757,0.678,8,-5.529,0.233,0.0472,9.14E-06,0.0654,0.82,120.075,218235,https://www.youtube.com/watch?v=Pgmx7z49OEk,Jennifer Lopez - Ain't Your Mama (Official Video),3/5/17,JenniferLopezVEVO,854277879,5400907,196475,TRUE,TRUE,418935629
218,Jennifer Lopez,https://open.spotify.com/artist/2DlGxzQSjYe5N6G9nkYghR,Dance Again,Dance Again...The Hits,compilation,spotify:track:4d2hD63oUGU3s7L66JD0BE,0.792,0.856,11,-5.236,0.067,0.0159,2.88E-06,0.0981,0.714,127.988,237267,https://www.youtube.com/watch?v=bjgFH01k0gU,Jennifer Lopez - Dance Again (Official Video) ft. Pitbull,10/5/19,JenniferLopezVEVO,565927328,1628947,83011,TRUE,TRUE,176261180
219,Sido,https://open.spotify.com/artist/4Yttlv9ndGjCDCVLqM7ACq,Spät nach Haus,Spät nach Haus,single,spotify:track:7lkYdyKCN44Lc5saKwIGhP,0.849,0.449,1,-8.39,0.291,0.341,0,0.106,0.602,84.463,150899,https://www.youtube.com/watch?v=J5Y1oJw3o8M,The Cratez x Sido x Kontra K x Montez - SPÄT NACH HAUS,16/5/21,The Cratez,304138,8353,319,FALSE,TRUE,8107411
220,Sido,https://open.spotify.com/artist/4Yttlv9ndGjCDCVLqM7ACq,Sterne (feat. Bozza),Sterne (feat. Bozza),single,spotify:track:3WnBW96ByuZLYGUlAPtqUG,0.775,0.597,2,-7.298,0.148,0.0492,0,0.0853,0.24,146.927,236056,https://www.youtube.com/watch?v=howTT2QBUi8,SIDO ft. Bozza - Sterne (prod. Beatgees x Desue x Yanek Stärk) [Official Video],18/9/22,Sido,4745289,107028,4143,TRUE,TRUE,6930515
221,Wolfgang Amadeus Mozart,https://open.spotify.com/artist/4NJhFmfw43RLBLjQvxDuRS,"Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": I. Allegro","Mozart: Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile""",single,spotify:track:0iGDZom5WctL4eSQogMhMp,0.315,0.248,0,-20.874,0.0385,0.982,0.913,0.113,0.66,120.286,291667,https://www.youtube.com/watch?v=I_AX4R-d29o,"Mozart - Piano Sonata No. 16 ""Sonata semplice"", K.545 (1788) {Ingrid Haebler}",23/11/20,Bartje Bartmans,1014752,14610,598,FALSE,FALSE,33729624
222,Nelly,https://open.spotify.com/artist/2gBjLmx6zQnFGQJCAQpRgw,The Fix (feat. Jeremih),The Fix (feat. Jeremih),single,spotify:track:33QRsLBBdWDYgCZfWEZqR6,0.812,0.479,8,-6.47,0.0429,0.0485,0,0.102,0.0873,95.505,173045,https://www.youtube.com/watch?v=lJMqyTOH2a8,Nelly ft. Jeremih - The Fix (Official Video),15/9/21,Janadrian Bettard,158081,2958,66,FALSE,FALSE,209011236
223,Frédéric Chopin,https://open.spotify.com/artist/7y97mc3bZRFXzT2szRM4L4,Nocturne Op. 9 No. 2,JUST THE BEST MUSIC Vol. 2 Solo Piano Relax Playlist,compilation,spotify:track:61YM5SkqqeUjIBL7It56cs,0.446,0.0146,10,-31.047,0.12,0.991,0.945,0.116,0.0815,137.697,302269,https://www.youtube.com/watch?v=9E6b3swbnWg,Chopin - Nocturne op.9 No.2,20/5/19,andrea romano,213646433,2230373,121178,TRUE,TRUE,17283960
224,Frédéric Chopin,https://open.spotify.com/artist/7y97mc3bZRFXzT2szRM4L4,"Prélude in E minor, Op. 28, No. 4",The Pianist (Original Motion Picture Soundtrack),compilation,spotify:track:1Xf4sNtMKc1xiUhuIPAUg2,0.388,0.00269,4,-32.97,0.0516,0.995,0.869,0.063,0.0397,63.386,146760,https://www.youtube.com/watch?v=l1OWaAJdNt0,Daniil Trifonov - Chopin: Prelude No. 4 in E minor (Official Video),31/1/22,Deutsche Grammophon - DG,182510,1887,169,FALSE,FALSE,18711686
225,Frédéric Chopin,https://open.spotify.com/artist/7y97mc3bZRFXzT2szRM4L4,"Nocturne No. 19 in E Minor, Op. 72, No. 1",The Best Chopin,compilation,spotify:track:5B6J2yesfMRQzGbKLRJw2B,0.331,0.00735,4,-30.904,0.0362,0.991,0.952,0.0968,0.0944,66.628,241987,https://www.youtube.com/watch?v=Wx0jkZdQwN8,"Chopin - Nocturne no. 19 in E minor, op. posth. 72 no. 1 - Takagi Ryoma",9/11/17,Arthur Rubinstein,406148,4887,253,TRUE,TRUE,38921654
226,Marco Antonio Solís,https://open.spotify.com/artist/3tJnB0s6c3oXPq1SCCavnd,El Ultimo Adiós - Varios Artistas Version,El Ultimo Adiós,single,spotify:track:0tzixmHNQfE6S6SirSToxW,0.276,0.572,1,-7.818,0.0377,0.641,0,0.2,0.285,77.986,237467,https://www.youtube.com/watch?v=zxG1Yj1Si58,Varios Artistas Latinos - EL Ultimo Adios,10/5/22,Catheleya R,764831,5730,472,FALSE,FALSE,169769959
227,Marco Antonio Solís,https://open.spotify.com/artist/3tJnB0s6c3oXPq1SCCavnd,Invéntame,Trozos De Mi Alma,compilation,spotify:track:1nwdRwqxMlKl3c7Qh8KsrG,0.565,0.604,2,-5.075,0.0303,0.21,2.82E-06,0.323,0.278,93.024,209387,https://www.youtube.com/watch?v=72lakBut378,Marco Antonio Solís - Invéntame (Lyric Video),20/9/22,MarcoASolisVEVO,9558098,52667,683,TRUE,TRUE,81684233
228,Céline Dion,https://open.spotify.com/artist/4S9EykWXhStSc15wEx8QFK,That's the Way It Is,The Very Best of Celine Dion,compilation,spotify:track:5s4catxeZsaWFnOrvrXZHf,0.634,0.886,9,-5.424,0.0434,0.154,0,0.118,0.577,93.04,241373,https://www.youtube.com/watch?v=T6wbugWrfLU,Céline Dion - That's The Way It Is (Official Video),28/12/21,CelineDionVEVO,260022235,869724,31143,TRUE,TRUE,100028498
229,Alesso,https://open.spotify.com/artist/4AVFqumd2ogHFlRbKIjp1t,Words (feat. Zara Larsson),Words (feat. Zara Larsson),single,spotify:track:1bgKMxPQU7JIZEhNsM1vFs,0.739,0.586,10,-5.079,0.0472,0.0245,0.000252,0.308,0.444,124.026,142677,https://www.youtube.com/watch?v=zIJEOEZdLzE,Alesso - Words (Feat. Zara Larsson) [Official Music Video],8/2/22,Alesso,25398161,286919,3844,TRUE,TRUE,171982436
230,Alesso,https://open.spotify.com/artist/4AVFqumd2ogHFlRbKIjp1t,When I’m Gone (with Katy Perry),When I’m Gone (with Katy Perry),single,spotify:track:5902W4uHWzhtOff1UK7the,0.685,0.886,0,-4.179,0.034,0.028,0,0.481,0.615,125.034,161267,https://www.youtube.com/watch?v=N-4YMlihRf4,"Alesso, Katy Perry - When I'm Gone (Official Music Video)",3/8/21,KatyPerryVEVO,29668154,582378,69930,TRUE,TRUE,179992904
231,Alesso,https://open.spotify.com/artist/4AVFqumd2ogHFlRbKIjp1t,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",single,spotify:track:5Gu0PDLN4YJeW75PpBSg9p,0.664,0.708,8,-4.154,0.0474,0.0337,0,0.0841,0.742,103.07,174800,https://www.youtube.com/watch?v=BQ_0QLL2gqI,"Hailee Steinfeld, Alesso - Let Me Go ft. Florida Georgia Line, WATT (Official Video)",14/9/22,HaileeSteinfeldVEVO,93281644,904372,16339,TRUE,TRUE,979745544
232,Alesso,https://open.spotify.com/artist/4AVFqumd2ogHFlRbKIjp1t,Chasing Stars (feat. James Bay),Chasing Stars (feat. James Bay),single,spotify:track:6y6xhAgZjvxy5kR5rigpY3,0.594,0.64,10,-6.865,0.033,0.0169,0,0.135,0.492,92.871,170457,https://www.youtube.com/watch?v=Hj_AVuNHPTY,Alesso & Marshmello - Chasing Stars ft. James Bay (Official Video),21/9/22,Alesso,5668197,73899,1704,TRUE,TRUE,84763293
233,Alesso,https://open.spotify.com/artist/4AVFqumd2ogHFlRbKIjp1t,REMEDY,REMEDY,single,spotify:track:6jreFSOTUAViWjKyzOC4Kg,0.601,0.775,0,-4.612,0.0473,0.269,0,0.0883,0.483,119.964,190295,https://www.youtube.com/watch?v=vB67ddBhO1c,Alesso - REMEDY (Official Music Video),13/1/19,Alesso,172224413,674495,15371,TRUE,TRUE,309151426
234,Alesso,https://open.spotify.com/artist/4AVFqumd2ogHFlRbKIjp1t,Only You,Only You,single,spotify:track:7mXNYEVh9FW72c12qBaO3p,0.483,0.917,3,-2.528,0.0438,0.00235,0.000347,0.119,0.323,129.035,145174,https://www.youtube.com/watch?v=OP-bXPcqCCQ,Alesso & Sentinel - Only You (Official Audio),2/3/17,Alesso,2391347,50185,991,TRUE,TRUE,13307518
